Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
15;1;SKA-1938;15;10;4;1;37;16;21;34;2.267
15;2;Slutsk;14;10;2;2;30;16;14;32;2.286
15;3;Niva Dolbizno;15;8;3;4;35;18;17;27;1.8
15;4;FC Slonim;15;8;3;4;28;17;11;27;1.8
15;5;Din. Minsk 2;13;7;3;3;29;18;11;24;1.846
15;6;Lida;14;7;3;4;23;22;1;24;1.714
15;7;BumProm Gomel;14;7;2;5;29;20;9;23;1.643
15;8;Volna Pinsk;14;7;2;5;23;21;2;23;1.643
15;9;Soligorsk;14;6;4;4;29;18;11;22;1.571
15;10;Molodechno;14;6;1;7;19;28;-9;19;1.357
15;11;Gomel 2;14;4;4;6;22;20;2;16;1.143
15;12;Ostrovets;15;2;9;4;18;21;-3;15;1.0
15;13;Orsha;13;4;2;7;14;24;-10;14;1.077
15;14;Smorgon;14;3;4;7;17;23;-6;13;0.929
15;15;Minsk 2;14;4;1;9;15;29;-14;13;0.929
15;16;Uni X Labs;14;3;3;8;12;24;-12;12;0.857
15;17;BATE 2;14;2;5;7;19;33;-14;11;0.786
15;18;Osipovichi;14;1;1;12;15;46;-31;4;0.286
