Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
14;1;SKA-1938;14;10;3;1;36;15;21;33;2.357
14;2;Slutsk;14;10;2;2;30;16;14;32;2.286
14;3;Niva Dolbizno;14;8;2;4;33;16;17;26;1.857
14;4;FC Slonim;14;8;2;4;26;15;11;26;1.857
14;5;Din. Minsk 2;13;7;3;3;29;18;11;24;1.846
14;6;BumProm Gomel;14;7;2;5;29;20;9;23;1.643
14;7;Lida;13;7;2;4;23;22;1;23;1.769
14;8;Soligorsk;14;6;4;4;29;18;11;22;1.571
14;9;Volna Pinsk;13;6;2;5;20;20;0;20;1.538
14;10;Gomel 2;14;4;4;6;22;20;2;16;1.143
14;11;Molodechno;13;5;1;7;14;27;-13;16;1.231
14;12;Ostrovets;14;2;8;4;17;20;-3;14;1.0
14;13;Orsha;13;4;2;7;14;24;-10;14;1.077
14;14;Smorgon;13;3;4;6;16;20;-4;13;1.0
14;15;Minsk 2;14;4;1;9;15;29;-14;13;0.929
14;16;Uni X Labs;13;3;2;8;12;24;-12;11;0.846
14;17;BATE 2;14;2;5;7;19;33;-14;11;0.786
14;18;Osipovichi;13;1;1;11;14;41;-27;4;0.308
