Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
22;1;Os;20;16;0;4;71;34;37;48;2.4
22;2;Askoy;21;13;6;2;40;22;18;45;2.143
22;3;Djerv 1919;20;12;5;3;51;29;22;41;2.05
22;4;Fana;20;11;2;7;54;40;14;35;1.75
22;5;V. Haugesund;21;9;5;7;53;40;13;32;1.524
22;6;Brann 2;19;8;6;5;42;39;3;30;1.579
22;7;Austevoll;21;8;6;7;39;47;-8;30;1.429
22;8;Forde;21;9;3;9;35;45;-10;30;1.429
22;9;Sogndal 2;20;8;3;9;53;41;12;27;1.35
22;10;Åsane 2;19;4;6;9;32;42;-10;18;0.947
22;11;Stord;21;3;9;9;39;57;-18;18;0.857
22;12;Gneist;21;5;3;13;35;58;-23;18;0.857
22;13;Varegg;20;4;5;11;29;40;-11;17;0.85
22;14;Fyllingsdalen;20;1;3;16;16;55;-39;6;0.3
