Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
25;1;Laredo Heat;12;10;2;0;32;6;26;32;2.667
25;2;GFI Woodlands;12;7;3;2;33;20;13;24;2.0
25;3;Lonestar SC;12;5;5;2;25;22;3;20;1.667
25;4;AHFC Royals;11;5;4;2;28;13;15;19;1.727
25;5;Houston FC;11;4;3;4;24;24;0;15;1.364
25;6;San Antonio FC 2;11;4;3;4;20;25;-5;15;1.364
25;7;Hill Country Lobos;12;2;3;7;23;35;-12;9;0.75
25;8;Twin City Toucans;12;2;2;8;14;24;-10;8;0.667
25;9;Texoma;2;2;0;0;5;2;3;6;3.0
25;10;West Texas;2;1;1;0;6;0;6;4;2.0
25;11;Lubbock Matadors;1;0;1;0;0;0;0;1;1.0
25;12;Houston Sur;11;0;1;10;9;39;-30;1;0.091
25;13;Denton Diablos;1;0;0;1;2;3;-1;0;0.0
25;14;McKinney Chupacabras;1;0;0;1;0;2;-2;0;0.0
25;15;Fort Worth Vaqueros;1;0;0;1;0;6;-6;0;0.0
