Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
11;1;Schott Mainz;8;5;3;0;20;7;13;18;2.25
11;2;Pirmasens;9;6;0;3;28;16;12;18;2.0
11;3;Mechtersheim;9;6;0;3;22;16;6;18;2.0
11;4;Koblenz;9;5;2;2;17;12;5;17;1.889
11;5;TSV 1881 Gau-Odernheim;8;5;1;2;20;10;10;16;2.0
11;6;Engers;9;4;3;2;22;14;8;15;1.667
11;7;RW Wittlich;8;5;0;3;24;17;7;15;1.875
11;8;RW Koblenz;9;4;3;2;18;13;5;15;1.667
11;9;Auersmacher;9;5;0;4;18;18;0;15;1.667
11;10;Emmelshausen-Karbach;9;4;2;3;18;22;-4;14;1.556
11;11;Gonsenheim;9;4;1;4;19;13;6;13;1.444
11;12;Worms;9;4;1;4;24;19;5;13;1.444
11;13;Hertha Wiesbach;9;3;2;4;15;21;-6;11;1.222
11;14;Elversberg 2;8;2;3;3;10;15;-5;9;1.125
11;15;Cosmos Koblenz;9;2;1;6;15;21;-6;7;0.778
11;16;Ahrweiler;9;1;3;5;8;16;-8;6;0.667
11;17;Diefflen;9;1;0;8;10;32;-22;3;0.333
11;18;Eisbachtal;9;0;1;8;3;29;-26;1;0.111
