Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
22;1;Union Omaha;16;10;1;5;25;18;7;31;1.938
22;2;One Knoxville;14;9;3;2;26;12;14;30;2.143
22;3;Charlotte Independ.;13;9;2;2;33;17;16;29;2.231
22;4;Fort Wayne;14;6;6;2;20;12;8;24;1.714
22;5;AV Alta;15;6;6;3;22;17;5;24;1.6
22;6;Forward Madison;13;7;2;4;22;14;8;23;1.769
22;7;Spokane Velocity;15;7;2;6;17;21;-4;23;1.533
22;8;Boise;15;6;3;6;22;23;-1;21;1.4
22;9;Portland Hearts of Pine;15;5;5;5;24;24;0;20;1.333
22;10;Chattanooga Red Wolves;12;6;1;5;22;15;7;19;1.583
22;11;Corpus Christi FC;16;4;6;6;20;26;-6;18;1.125
22;12;Sarasota Paradise;18;5;3;10;17;28;-11;18;1.0
22;13;FC Naples;17;5;2;10;18;27;-9;17;1.0
22;14;Westchester SC;14;4;2;8;23;22;1;14;1.0
22;15;Greenville;13;4;2;7;14;21;-7;14;1.077
22;16;Richmond Kickers;14;3;3;8;12;24;-12;12;0.857
22;17;New York Cosmos;14;3;1;10;17;33;-16;10;0.714
