Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
5;1;Meuselwitz;5;5;0;0;12;4;8;15;3.0
5;2;Halberstadt;4;4;0;0;16;2;14;12;3.0
5;3;Eilenburg;4;3;1;0;12;6;6;10;2.5
5;4;Halle;4;3;0;1;10;6;4;9;2.25
5;5;Dresden 2;4;2;2;0;8;3;5;8;2.0
5;6;Auerbach;4;2;1;1;6;3;3;7;1.75
5;7;Sandersdorf;4;2;0;2;11;3;8;6;1.5
5;8;Weissenfels;4;2;0;2;6;7;-1;6;1.5
5;9;Plauen;4;1;2;1;6;5;1;5;1.25
5;10;Einheit Wernigerode;4;1;2;1;8;8;0;5;1.25
5;11;Freital;4;1;1;2;6;7;-1;4;1.0
5;12;Bautzen;4;0;2;2;4;10;-6;2;0.5
5;13;Einheit Rudolstadt;4;0;2;2;3;9;-6;2;0.5
5;14;Glauchau;4;0;1;3;3;9;-6;1;0.25
5;15;Krieschow;4;0;0;4;2;14;-12;0;0.0
5;16;1.FC Frankfurt;5;0;0;5;6;23;-17;0;0.0
