Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
7;1;Holbaek;7;5;1;1;18;10;8;16;2.286
7;2;Vanløse;7;4;2;1;13;7;6;14;2.0
7;3;Bronshoj;7;4;2;1;11;7;4;14;2.0
7;4;ASA Aarhus;7;4;1;2;10;6;4;13;1.857
7;5;Holstebro;7;4;1;2;15;13;2;13;1.857
7;6;Helsingor;7;4;1;2;11;9;2;13;1.857
7;7;Næsby;7;3;1;3;13;12;1;10;1.429
7;8;BK Frem;7;2;2;3;14;12;2;8;1.143
7;9;Horsholm-Usserod;7;2;2;3;15;15;0;8;1.143
7;10;Sundby;7;1;1;5;9;15;-6;4;0.571
7;11;Ringsted;7;1;1;5;8;18;-10;4;0.571
7;12;Ishoj;7;0;1;6;1;14;-13;1;0.143
