LeagueId;Home;Away;Score;Band;Round;HG;AG;Goals;Over25;BTTS;PredictionDate;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion;Match
USA_USLLeagueTwo_NorCal;Project 51O;Marin;91.47;ALTA;27;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Project 51O (2ª), squadra bassa: Marin (7ª) | GF alta: 2.75/gara | GS bassa: 3.18/gara | Profilo ultime 10: 0.92 | Real over index: 0.85;19.8;20.0;;;20.0;9.18;8.5;;;;1.3.0;Project 51O - Marin
USA_USLLeagueTwo_NorCal;Davis Legacy;San Francisco City;90.51;ALTA;27;;;;;;2026-07-08;Engine v1.3 | Squadra alta: San Francisco City (1ª), squadra bassa: Davis Legacy (6ª) | GF alta: 3.09/gara | GS bassa: 2.50/gara | Profilo ultime 10: 0.89 | Real over index: 0.80;19.8;20.0;;;20.0;8.86;8.0;;;;1.3.0;Davis Legacy - San Francisco City
USA_USLLeagueTwo_Northwest;Bigfoot;Ballard;89.05;ALTA;33;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Ballard (1ª), squadra bassa: Bigfoot (8ª) | GF alta: 2.83/gara | GS bassa: 3.18/gara | Profilo ultime 10: 0.81 | Real over index: 0.75;22.0;20.0;;;20.0;8.06;7.5;;;;1.3.0;Bigfoot - Ballard
USA_USLLeagueTwo_SouthCentral;Swarm FC;East Atlanta;88.36;ALTA;20;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Swarm FC (1ª), squadra bassa: East Atlanta (7ª) | GF alta: 2.64/gara | GS bassa: 2.11/gara | Profilo ultime 10: 0.82 | Real over index: 0.78;21.28;20.0;;;19.19;8.16;7.83;;;;1.3.0;Swarm FC - East Atlanta
USA_USLLeagueTwo_GreatLakes;Kalamazoo FC;Lansing City;83.96;ALTA;22;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Kalamazoo FC (3ª), squadra bassa: Lansing City (7ª) | GF alta: 2.50/gara | GS bassa: 3.50/gara | Profilo ultime 10: 0.84 | Real over index: 0.75;14.67;20.0;;;20.0;8.37;7.5;;;;1.3.0;Kalamazoo FC - Lansing City
USA_USLLeagueTwo_SouthFlorida;Lakeland United;Miami City;83.4;ALTA;18;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Lakeland United (2ª), squadra bassa: Miami City (6ª) | GF alta: 2.11/gara | GS bassa: 2.78/gara | Profilo ultime 10: 0.84 | Real over index: 0.67;16.75;17.59;;;20.0;8.39;6.67;;;;1.3.0;Lakeland United - Miami City
USA_USLLeagueTwo_Chesapeake;Northern Virginia;Lionsbridge;83.28;ALTA;26;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Lionsbridge (1ª), squadra bassa: Northern Virginia (9ª) | GF alta: 3.50/gara | GS bassa: 1.91/gara | Profilo ultime 10: 0.86 | Real over index: 0.80;17.79;20.0;;;17.36;8.65;8.0;;;;1.3.0;Northern Virginia - Lionsbridge
USA_USLLeagueTwo_Chesapeake;Bethesda SC;Virginia Marauders;82.68;ALTA;26;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Bethesda SC (4ª), squadra bassa: Virginia Marauders (10ª) | GF alta: 2.25/gara | GS bassa: 3.25/gara | Profilo ultime 10: 0.79 | Real over index: 0.85;18.13;18.75;;;20.0;7.88;8.5;;;;1.3.0;Bethesda SC - Virginia Marauders
USA_USLLeagueTwo_LoneStar;Houston FC;Houston Sur;82.04;ALTA;25;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Houston FC (6ª), squadra bassa: Houston Sur (11ª) | GF alta: 2.10/gara | GS bassa: 3.60/gara | Profilo ultime 10: 0.85 | Real over index: 0.85;15.3;17.5;;;20.0;8.49;8.5;;;;1.3.0;Houston FC - Houston Sur
USA_USLLeagueTwo_Valley;Toledo Villa;Northern Indiana;81.33;ALTA;23;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Northern Indiana (3ª), squadra bassa: Toledo Villa (6ª) | GF alta: 1.80/gara | GS bassa: 2.50/gara | Profilo ultime 10: 0.79 | Real over index: 0.70;17.97;15.0;;;20.0;7.95;7.0;;;;1.3.0;Toledo Villa - Northern Indiana
Estonia_Esiliiga;Maardu;Flora U21;81.06;ALTA;20;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Flora U21 (2ª), squadra bassa: Maardu (7ª) | GF alta: 2.62/gara | GS bassa: 2.12/gara | Profilo ultime 10: 0.89 | Real over index: 0.80;10.94;20.0;;;19.25;8.87;8.0;;;;1.3.0;Maardu - Flora U21
USA_USLLeagueTwo_MidSouth;Little Rock Rangers;Memphis FC;78.18;ALTA;18;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Little Rock Rangers (1ª), squadra bassa: Memphis FC (6ª) | GF alta: 1.89/gara | GS bassa: 2.10/gara | Profilo ultime 10: 0.75 | Real over index: 0.58;20.72;15.74;;;19.09;7.46;5.78;;;;1.3.0;Little Rock Rangers - Memphis FC
USA_USLLeagueTwo_GreatForest;Cleveland Force;Steel City;78.15;ALTA;25;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Steel City (2ª), squadra bassa: Cleveland Force (6ª) | GF alta: 1.80/gara | GS bassa: 3.55/gara | Profilo ultime 10: 0.81 | Real over index: 0.70;19.43;15.0;;;20.0;8.1;7.0;;;;1.3.0;Cleveland Force - Steel City
USA_USLLeagueTwo_Chesapeake;Patuxent;Christos;77.46;ALTA;26;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Christos (5ª), squadra bassa: Patuxent (11ª) | GF alta: 1.92/gara | GS bassa: 3.91/gara | Profilo ultime 10: 0.70 | Real over index: 0.70;18.92;15.97;;;20.0;6.98;7.0;;;;1.3.0;Patuxent - Christos
USA_USLLeagueTwo_LoneStar;San Antonio FC 2;Twin City Toucans;77.45;ALTA;25;;;;;;2026-07-08;Engine v1.3 | Squadra alta: San Antonio FC 2 (5ª), squadra bassa: Twin City Toucans (8ª) | GF alta: 2.00/gara | GS bassa: 2.18/gara | Profilo ultime 10: 0.88 | Real over index: 0.80;10.17;16.67;;;19.83;8.78;8.0;;;;1.3.0;San Antonio FC 2 - Twin City Toucans
USA_USLLeagueTwo_NorCal;Academica SC;San Juan;76.95;ALTA;27;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Academica SC (5ª), squadra bassa: San Juan (8ª) | GF alta: 2.09/gara | GS bassa: 2.67/gara | Profilo ultime 10: 0.88 | Real over index: 0.85;8.93;17.42;;;20.0;8.77;8.5;;;;1.3.0;Academica SC - San Juan
