Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Czech Republic;3. CFL - Group A;1;2026-08-07;Motorlet Prague;Bohemians 1905 B;3;0;
Czech Republic;3. CFL - Group A;1;2026-08-08;Benesov;Aritma Prague;0;0;
Czech Republic;3. CFL - Group A;1;2026-08-08;Domazlice;Sparta Praga B;2;2;
Czech Republic;3. CFL - Group A;1;2026-08-08;Kraluv Dvur;Plzen B;2;2;
Czech Republic;3. CFL - Group A;1;2026-08-08;Loko Praha;Dukla Praga B;1;0;
Czech Republic;3. CFL - Group A;1;2026-08-08;Povltavska FA;Pisek;0;3;
Czech Republic;3. CFL - Group A;1;2026-08-08;Slavia Praga U20;Pribram B;2;0;
Czech Republic;3. CFL - Group A;1;2026-08-09;Ceske Budejovice;Admira Prague;5;0;
Czech Republic;3. CFL - Group A;2;2026-08-15;Aritma Prague;Povltavska FA;0;0;
Czech Republic;3. CFL - Group A;2;2026-08-15;Domazlice;Benesov;1;0;
Czech Republic;3. CFL - Group A;2;2026-08-16;Bohemians 1905 B;Slavia Praga U20;0;0;
Czech Republic;3. CFL - Group A;2;2026-08-16;Dukla Praga B;Kraluv Dvur;1;3;
Czech Republic;3. CFL - Group A;2;2026-08-16;Pisek;Loko Praha;2;2;
Czech Republic;3. CFL - Group A;2;2026-08-16;Plzen B;Motorlet Prague;1;0;
Czech Republic;3. CFL - Group A;2;2026-08-16;Pribram B;Ceske Budejovice;0;2;
Czech Republic;3. CFL - Group A;2;2026-08-16;Sparta Praga B;Admira Prague;0;1;
Czech Republic;3. CFL - Group A;3;2026-08-22;Kraluv Dvur;Pisek;3;1;
Czech Republic;3. CFL - Group A;3;2026-08-22;Loko Praha;Aritma Prague;14;5;
Czech Republic;3. CFL - Group A;3;2026-08-22;Slavia Praga U20;Plzen B;1;4;
Czech Republic;3. CFL - Group A;3;2026-08-23;Admira Prague;Pribram B;3;1;
Czech Republic;3. CFL - Group A;3;2026-08-23;Ceske Budejovice;Bohemians 1905 B;3;0;
Czech Republic;3. CFL - Group A;3;2026-08-29;Benesov;Povltavska FA;3;1;
Czech Republic;3. CFL - Group A;4;2026-08-29;Aritma Prague;Kraluv Dvur;0;2;
Czech Republic;3. CFL - Group A;4;2026-08-29;Domazlice;Loko Praha;0;2;
Czech Republic;3. CFL - Group A;4;2026-08-30;Bohemians 1905 B;Admira Prague;3;1;
Czech Republic;3. CFL - Group A;4;2026-08-30;Dukla Praga B;Slavia Praga U20;2;1;
Czech Republic;3. CFL - Group A;4;2026-08-30;Pisek;Motorlet Prague;0;2;
Czech Republic;3. CFL - Group A;4;2026-08-30;Plzen B;Ceske Budejovice;2;4;
Czech Republic;3. CFL - Group A;4;2026-08-30;Sparta Praga B;Pribram B;4;0;
Czech Republic;3. CFL - Group A;5;2026-09-05;Kraluv Dvur;Domazlice;1;2;
Czech Republic;3. CFL - Group A;5;2026-09-05;Loko Praha;Benesov;2;2;
Czech Republic;3. CFL - Group A;5;2026-09-05;Motorlet Prague;Aritma Prague;4;0;
Czech Republic;3. CFL - Group A;5;2026-09-05;Pribram B;Bohemians 1905 B;7;2;
Czech Republic;3. CFL - Group A;5;2026-09-05;Slavia Praga U20;Pisek;1;1;
Czech Republic;3. CFL - Group A;5;2026-09-06;Admira Prague;Plzen B;0;1;
Czech Republic;3. CFL - Group A;5;2026-09-06;Povltavska FA;Sparta Praga B;0;0;
Czech Republic;3. CFL - Group A;6;2026-09-09;Motorlet Prague;Dukla Praga B;2;1;
Czech Republic;3. CFL - Group A;7;2026-09-04;Ceske Budejovice;Dukla Praga B;2;2;
Czech Republic;3. CFL - Group A;8;2026-09-11;Pisek;Ceske Budejovice;3;2;
