Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Romania;Liga 2;1;2026-08-04;Politehnica Timisoara;Chindia Targoviste;1;0;
Romania;Liga 2;1;2026-08-05;CSC Dumbravita;CSM Satu Mare;1;1;
Romania;Liga 2;1;2026-08-07;Unirea Slobozia;Gloria Bistrita;0;3;
Romania;Liga 2;1;2026-08-08;CSM Slatina;CS Din. Bucuresti;5;1;
Romania;Liga 2;1;2026-08-08;Concordia;Bihor;2;0;
Romania;Liga 2;1;2026-08-08;FC ASA Tg. Mures;Cetatea Suceava;0;2;
Romania;Liga 2;1;2026-08-08;Metalul Buzau;Afumati;3;1;
Romania;Liga 2;1;2026-08-08;Popesti Leordeni;FC Bacau;3;2;
Romania;Liga 2;1;2026-08-08;Steaua Bucuresti;Ramnicu Valcea;1;2;
Romania;Liga 2;2;2026-08-08;CSM Satu Mare;CSM Resita;0;2;
Romania;Liga 2;2;2026-08-08;Selimbar;Politehnica Timisoara;1;1;
Romania;Liga 2;2;2026-08-08;Stefanesti;CSC Dumbravita;1;0;
Romania;Liga 2;2;2026-08-09;Chindia Targoviste;Metaloglobus Bucharest;3;1;
Romania;Liga 2;2;2026-08-15;Bihor;FC ASA Tg. Mures;1;1;
Romania;Liga 2;2;2026-08-15;CS Din. Bucuresti;Metalul Buzau;0;1;
Romania;Liga 2;2;2026-08-15;Gloria Bistrita;Concordia;1;2;
Romania;Liga 2;2;2026-08-15;Ramnicu Valcea;CSM Slatina;0;1;
Romania;Liga 2;2;2026-08-16;FC Bacau;Steaua Bucuresti;3;0;
Romania;Liga 2;3;2026-08-15;Afumati;Chindia Targoviste;0;3;
Romania;Liga 2;3;2026-08-15;CSC Dumbravita;Popesti Leordeni;1;1;
Romania;Liga 2;3;2026-08-15;CSM Resita;Stefanesti;2;0;
Romania;Liga 2;3;2026-08-15;Cetatea Suceava;CSM Satu Mare;2;0;
Romania;Liga 2;3;2026-08-15;Metaloglobus Bucharest;Selimbar;3;1;
Romania;Liga 2;3;2026-08-15;Politehnica Timisoara;Unirea Slobozia;1;0;
Romania;Liga 2;4;2026-08-22;CSM Satu Mare;Bihor;0;0;
Romania;Liga 2;4;2026-08-22;CSM Slatina;Metalul Buzau;2;0;
Romania;Liga 2;4;2026-08-22;Concordia;Politehnica Timisoara;1;5;
Romania;Liga 2;4;2026-08-22;FC ASA Tg. Mures;Gloria Bistrita;1;0;
Romania;Liga 2;4;2026-08-22;Popesti Leordeni;CSM Resita;4;1;
Romania;Liga 2;4;2026-08-22;Ramnicu Valcea;FC Bacau;2;2;
Romania;Liga 2;4;2026-08-22;Stefanesti;Cetatea Suceava;3;1;
Romania;Liga 2;4;2026-08-23;Selimbar;Afumati;1;1;
Romania;Liga 2;4;2026-08-23;Steaua Bucuresti;CSC Dumbravita;2;2;
Romania;Liga 2;4;2026-08-25;Unirea Slobozia;Metaloglobus Bucharest;1;2;
Romania;Liga 2;5;2026-08-29;Afumati;Unirea Slobozia;2;1;
Romania;Liga 2;5;2026-08-29;Bihor;Stefanesti;4;0;
Romania;Liga 2;5;2026-08-29;CS Din. Bucuresti;Selimbar;0;1;
Romania;Liga 2;5;2026-08-29;CSC Dumbravita;Ramnicu Valcea;0;1;
Romania;Liga 2;5;2026-08-29;CSM Resita;Steaua Bucuresti;2;1;
Romania;Liga 2;5;2026-08-29;Cetatea Suceava;Popesti Leordeni;1;1;
Romania;Liga 2;5;2026-08-29;Gloria Bistrita;CSM Satu Mare;1;0;
Romania;Liga 2;5;2026-08-29;Metaloglobus Bucharest;Concordia;1;3;
Romania;Liga 2;5;2026-08-29;Metalul Buzau;Chindia Targoviste;1;3;
Romania;Liga 2;5;2026-08-30;Politehnica Timisoara;FC ASA Tg. Mures;3;0;
Romania;Liga 2;5;2026-08-31;FC Bacau;CSM Slatina;0;0;
