Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Denmark;3rd Division;1;2026-07-31;Bronshoj;Ishoj;0;0;
Denmark;3rd Division;1;2026-07-31;Helsingor;Vanløse;2;2;
Denmark;3rd Division;1;2026-08-01;ASA Aarhus;Ringsted;1;1;
Denmark;3rd Division;1;2026-08-01;Holbaek;BK Frem;2;1;
Denmark;3rd Division;1;2026-08-01;Horsholm-Usserod;Holstebro;2;3;
Denmark;3rd Division;1;2026-08-01;Næsby;Sundby;2;1;
Denmark;3rd Division;2;2026-08-07;BK Frem;Horsholm-Usserod;1;1;
Denmark;3rd Division;2;2026-08-08;Bronshoj;Sundby;3;1;
Denmark;3rd Division;2;2026-08-08;Holstebro;Holbaek;2;2;
Denmark;3rd Division;2;2026-08-08;Ringsted;Helsingor;2;3;
Denmark;3rd Division;2;2026-08-08;Vanløse;Næsby;3;0;
Denmark;3rd Division;2;2026-08-11;Ishoj;ASA Aarhus;0;1;
Denmark;3rd Division;3;2026-08-14;Helsingor;BK Frem;1;0;
Denmark;3rd Division;3;2026-08-15;ASA Aarhus;Vanløse;2;1;
Denmark;3rd Division;3;2026-08-15;Holbaek;Sundby;2;1;
Denmark;3rd Division;3;2026-08-15;Horsholm-Usserod;Ishoj;2;0;
Denmark;3rd Division;3;2026-08-15;Næsby;Bronshoj;0;0;
Denmark;3rd Division;3;2026-08-15;Ringsted;Holstebro;0;4;
Denmark;3rd Division;4;2026-08-21;Bronshoj;Holbaek;1;4;
Denmark;3rd Division;4;2026-08-22;BK Frem;ASA Aarhus;3;1;
Denmark;3rd Division;4;2026-08-22;Holstebro;Helsingor;2;1;
Denmark;3rd Division;4;2026-08-22;Ishoj;Næsby;1;5;
Denmark;3rd Division;4;2026-08-22;Sundby;Horsholm-Usserod;4;4;
Denmark;3rd Division;4;2026-08-22;Vanløse;Ringsted;2;0;
Denmark;3rd Division;5;2026-08-28;ASA Aarhus;Holstebro;4;0;
Denmark;3rd Division;5;2026-08-28;Helsingor;Ishoj;1;0;
Denmark;3rd Division;5;2026-08-29;Holbaek;Næsby;3;2;
Denmark;3rd Division;5;2026-08-29;Horsholm-Usserod;Bronshoj;0;2;
Denmark;3rd Division;5;2026-08-29;Ringsted;Sundby;2;0;
Denmark;3rd Division;5;2026-08-29;Vanløse;BK Frem;2;2;
