Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Serbia;Prva Liga;1;2026-07-31;Loznica;Proleter 023;0;0;
Serbia;Prva Liga;1;2026-08-01;Javor;Teleoptik;5;1;
Serbia;Prva Liga;1;2026-08-01;Jedinstvo U.;Metalac;0;1;
Serbia;Prva Liga;1;2026-08-01;Smederevo;Borac 1926;3;2;
Serbia;Prva Liga;1;2026-08-01;Sp. Subotica;Bor 1919;3;0;
Serbia;Prva Liga;1;2026-08-01;TSC;Vrsac;1;0;
Serbia;Prva Liga;1;2026-08-01;Vozdovac;Dubocica;0;1;
Serbia;Prva Liga;1;2026-08-02;Napredak;Graficar Beograd;1;0;
Serbia;Prva Liga;2;2026-08-08;Bor 1919;Napredak;0;1;
Serbia;Prva Liga;2;2026-08-08;Borac 1926;Vozdovac;1;0;
Serbia;Prva Liga;2;2026-08-08;Dubocica;Loznica;0;0;
Serbia;Prva Liga;2;2026-08-08;Metalac;Sp. Subotica;2;4;
Serbia;Prva Liga;2;2026-08-08;Teleoptik;Jedinstvo U.;0;2;
Serbia;Prva Liga;2;2026-08-08;Vrsac;Proleter 023;1;0;
