Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Denmark;1st Division;1;2026-07-24;Aalborg;Hillerod;1;0;
Denmark;1st Division;1;2026-07-24;Vejle;AB Copenhagen;2;2;
Denmark;1st Division;1;2026-07-25;Esbjerg;Kolding;1;1;
Denmark;1st Division;1;2026-07-25;Fredericia;Koge;3;0;
Denmark;1st Division;1;2026-07-25;Hvidovre IF;Vendsyssel;2;2;
Denmark;1st Division;1;2026-07-26;Hobro;Aarhus Fremad;1;2;
Denmark;1st Division;2;2026-07-31;AB Copenhagen;Fredericia;1;1;
Denmark;1st Division;2;2026-07-31;Aarhus Fremad;Aalborg;1;2;
Denmark;1st Division;2;2026-07-31;Koge;Vejle;0;2;
Denmark;1st Division;2;2026-08-01;Hillerod;Esbjerg;2;3;
Denmark;1st Division;2;2026-08-01;Kolding;Hvidovre IF;0;1;
Denmark;1st Division;2;2026-08-02;Vendsyssel;Hobro;1;2;
Denmark;1st Division;3;2026-08-08;Aarhus Fremad;Koge;3;1;
Denmark;1st Division;3;2026-08-08;Hobro;AB Copenhagen;1;0;
Denmark;1st Division;3;2026-08-09;Aalborg;Kolding;1;1;
Denmark;1st Division;3;2026-08-09;Fredericia;Vendsyssel;1;1;
Denmark;1st Division;3;2026-08-09;Hvidovre IF;Esbjerg;2;1;
Denmark;1st Division;3;2026-08-09;Vejle;Hillerod;5;4;
Denmark;1st Division;4;2026-08-14;Aalborg;Fredericia;0;3;
Denmark;1st Division;4;2026-08-14;Kolding;Vejle;2;3;
Denmark;1st Division;4;2026-08-15;Esbjerg;Hobro;1;2;
Denmark;1st Division;4;2026-08-15;Hillerod;Aarhus Fremad;1;1;
Denmark;1st Division;4;2026-08-15;Koge;Hvidovre IF;0;2;
Denmark;1st Division;4;2026-08-16;Vendsyssel;AB Copenhagen;0;3;
Denmark;1st Division;5;2026-08-20;Vendsyssel;Hillerod;1;0;
Denmark;1st Division;5;2026-08-21;Fredericia;Aarhus Fremad;0;0;
Denmark;1st Division;5;2026-08-21;Hobro;Aalborg;2;1;
Denmark;1st Division;5;2026-08-21;Vejle;Esbjerg;4;2;
Denmark;1st Division;5;2026-08-23;Koge;Kolding;2;2;
Denmark;1st Division;5;2026-08-30;Aarhus Fremad;Vejle;0;0;
Denmark;1st Division;6;2026-08-22;AB Copenhagen;Hvidovre IF;1;1;
Denmark;1st Division;6;2026-08-29;Aalborg;Koge;0;0;
Denmark;1st Division;6;2026-08-30;Esbjerg;Vendsyssel;0;2;
Denmark;1st Division;6;2026-08-30;Hillerod;Hobro;3;1;
Denmark;1st Division;7;2026-08-29;Kolding;AB Copenhagen;2;1;
Denmark;1st Division;7;2026-08-30;Hvidovre IF;Fredericia;2;1;
