Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Belgium;Challenger Pro League;1;2026-08-14;Hasselt;Dender;1;0;
Belgium;Challenger Pro League;1;2026-08-14;Seraing;Sporting Lokeren;0;2;
Belgium;Challenger Pro League;1;2026-08-15;Eupen;Genk U23;4;1;
Belgium;Challenger Pro League;1;2026-08-15;Patro Eisden;Anderlecht U23;2;1;
Belgium;Challenger Pro League;1;2026-08-15;Virton;K. Lierse S.K.;3;0;
Belgium;Challenger Pro League;1;2026-08-16;Beerschot VA;Gent U23;4;0;
Belgium;Challenger Pro League;1;2026-08-17;RFC Liege;Francs Borains;1;2;
Belgium;Challenger Pro League;2;2026-08-23;Francs Borains;Hasselt;0;1;
Belgium;Challenger Pro League;2;2026-08-23;Genk U23;RFC Liege;2;3;
Belgium;Challenger Pro League;2;2026-08-29;Anderlecht U23;Beerschot VA;0;1;
Belgium;Challenger Pro League;2;2026-08-29;Patro Eisden;Club Brugge U23;1;2;
Belgium;Challenger Pro League;2;2026-08-30;Seraing;K. Lierse S.K.;1;1;
Belgium;Challenger Pro League;3;2026-08-29;RFC Liege;Dender;1;2;
Belgium;Challenger Pro League;3;2026-08-30;Virton;Francs Borains;0;1;
