Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Bulgaria;Vtora Liga;1;2026-08-07;Etar;Marek;1;0;Fonte contiene valore isolato 2 prima del risultato
Bulgaria;Vtora Liga;1;2026-08-09;Lok. Gorna;Fratria;0;2;
Bulgaria;Vtora Liga;1;2026-08-09;Rilski Sportist;Spartak Pleven;2;2;
Bulgaria;Vtora Liga;1;2026-08-09;Svoge;Pirin Blagoevgrad;1;0;
Bulgaria;Vtora Liga;1;2026-08-09;Vihren;Chernomorets 1919;1;1;
Bulgaria;Vtora Liga;1;2026-08-10;Beroe;Ludogorets 2;2;0;
Bulgaria;Vtora Liga;1;2026-08-10;Nesebar;Dobrudzha;2;0;
Bulgaria;Vtora Liga;1;2026-08-11;CSKA Sofia 2;Hebar;4;3;
Bulgaria;Vtora Liga;1;2026-08-11;Yantra Gabrovo;Montana;3;2;
Bulgaria;Vtora liga;2;2026-08-14;Fratria;Beroe;2;0;
Bulgaria;Vtora liga;2;2026-08-15;Etar;Rilski Sportist;1;1;
Bulgaria;Vtora liga;2;2026-08-16;Dobrudzha;Yantra Gabrovo;0;1;
Bulgaria;Vtora liga;2;2026-08-16;Montana;Marek;1;0;
Bulgaria;Vtora liga;2;2026-08-16;Spartak Pleven;Lok. Gorna;0;1;
Bulgaria;Vtora liga;2;2026-08-16;Svoge;Nesebar;0;1;
Bulgaria;Vtora liga;2;2026-08-17;Chernomorets 1919;CSKA Sofia 2;0;1;
Bulgaria;Vtora liga;2;2026-08-18;Ludogorets 2;Vihren;0;2;
Bulgaria;Vtora liga;2;2026-08-18;Pirin Blagoevgrad;Hebar;2;3;
