Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Serbia;Super Liga;1;2026-07-17;Stella Rossa;Macva;5;0;
Serbia;Super Liga;1;2026-07-17;Zeleznicar Pancevo;Radnicki Nis;2;1;
Serbia;Super Liga;1;2026-07-18;Novi Pazar;Radnicki 1923;1;0;
Serbia;Super Liga;1;2026-07-18;Zemun;Partizan;2;2;
Serbia;Super Liga;1;2026-07-19;Cukaricki;IMT Novi Beograd;0;1;
Serbia;Super Liga;1;2026-07-19;Radnik;Mladost;1;1;
Serbia;Super Liga;1;2026-07-19;Vojvodina;OFK Belgrado;4;0;
Serbia;Super Liga;2;2026-07-25;IMT Novi Beograd;Zemun;4;0;
Serbia;Super Liga;2;2026-07-25;OFK Belgrado;Radnik;0;0;
Serbia;Super Liga;2;2026-07-25;Radnicki Nis;Cukaricki;0;2;
Serbia;Super Liga;2;2026-07-26;Macva;Partizan;1;3;
Serbia;Super Liga;2;2026-07-26;Mladost;Novi Pazar;0;0;
Serbia;Super Liga;2;2026-07-26;Stella Rossa;Vojvodina;3;1;
Serbia;Super Liga;3;2026-08-01;Cukaricki;Radnicki 1923;3;0;
Serbia;Super Liga;3;2026-08-01;Novi Pazar;OFK Belgrado;1;4;
Serbia;Super Liga;3;2026-08-02;Partizan;IMT Novi Beograd;1;2;
Serbia;Super Liga;3;2026-08-02;Zemun;Radnicki Nis;0;1;
Serbia;Super Liga;3;2026-08-03;Vojvodina;Macva;2;0;
Serbia;Super Liga;3;2026-08-03;Zeleznicar Pancevo;Mladost;0;0;
Serbia;Super Liga;4;2026-08-08;Radnicki 1923;Zemun;3;0;
Serbia;Super Liga;4;2026-08-08;Stella Rossa;Novi Pazar;2;0;
Serbia;Super Liga;4;2026-08-09;Macva;IMT Novi Beograd;1;0;
Serbia;Super Liga;4;2026-08-09;Mladost;Cukaricki;2;2;
Serbia;Super Liga;4;2026-08-09;OFK Belgrado;Zeleznicar Pancevo;2;2;
Serbia;Super Liga;4;2026-08-09;Vojvodina;Radnik;2;1;
Serbia;Super Liga;5;2026-08-15;Cukaricki;OFK Belgrado;2;0;
Serbia;Super Liga;5;2026-08-15;Radnik;Macva;2;1;
Serbia;Super Liga;5;2026-08-16;IMT Novi Beograd;Radnicki Nis;0;0;
Serbia;Super Liga;5;2026-08-16;Partizan;Radnicki 1923;0;1;
Serbia;Super Liga;5;2026-08-16;Zemun;Mladost;0;1;
Serbia;Super Liga;5;2026-08-17;Novi Pazar;Vojvodina;2;0;
Serbia;Super Liga;6;2026-08-22;Macva;Radnicki Nis;1;0;
Serbia;Super Liga;6;2026-08-22;OFK Belgrado;Zemun;1;0;
Serbia;Super Liga;6;2026-08-22;Radnicki 1923;IMT Novi Beograd;2;1;
Serbia;Super Liga;6;2026-08-23;Mladost;Partizan;3;1;
Serbia;Super Liga;6;2026-08-23;Radnik;Novi Pazar;1;0;
Serbia;Super Liga;6;2026-08-23;Stella Rossa;Cukaricki;4;0;
Serbia;Super Liga;6;2026-08-23;Vojvodina;Zeleznicar Pancevo;1;0;
Serbia;Super Liga;7;2026-08-29;Cukaricki;Vojvodina;0;5;
Serbia;Super Liga;7;2026-08-29;Novi Pazar;Macva;1;1;
Serbia;Super Liga;7;2026-08-29;Radnicki Nis;Radnicki 1923;1;1;
Serbia;Super Liga;7;2026-08-29;Zeleznicar Pancevo;Radnik;5;1;
Serbia;Super Liga;7;2026-08-30;IMT Novi Beograd;Mladost;2;0;
Serbia;Super Liga;7;2026-08-30;Zemun;Stella Rossa;0;2;
Serbia;Super Liga;7;2026-08-31;Partizan;OFK Belgrado;3;1;
Serbia;Super Liga;8;2026-09-04;Novi Pazar;Zeleznicar Pancevo;2;0;
Serbia;Super Liga;8;2026-09-05;Macva;Radnicki 1923;0;0;
Serbia;Super Liga;8;2026-09-05;Mladost;Radnicki Nis;1;0;
Serbia;Super Liga;8;2026-09-05;Radnik;Cukaricki;3;1;
Serbia;Super Liga;8;2026-09-06;Stella Rossa;Partizan;2;1;
Serbia;Super Liga;8;2026-09-06;Vojvodina;Zemun;2;1;
Serbia;Super Liga;8;2026-09-07;OFK Belgrado;IMT Novi Beograd;1;1;
Serbia;Super Liga;9;2026-09-10;Radnik;Stella Rossa;0;0;
Serbia;Super Liga;9;2026-09-11;Zeleznicar Pancevo;Macva;2;0;
Serbia;Super Liga;9;2026-09-12;Cukaricki;Novi Pazar;1;1;
Serbia;Super Liga;9;2026-09-12;Radnicki 1923;Mladost;5;0;
Serbia;Super Liga;9;2026-09-13;Partizan;Vojvodina;2;3;
Serbia;Super Liga;9;2026-09-13;Radnicki Nis;OFK Belgrado;3;1;
Serbia;Super Liga;10;2026-09-13;IMT Novi Beograd;Stella Rossa;0;1;
Serbia;Super Liga;10;2026-09-14;Zemun;Radnik;1;1;
Serbia;Super Liga;10;2026-09-19;OFK Belgrado;Radnicki 1923;3;5;
Serbia;Super Liga;10;2026-09-20;Macva;Mladost;1;2;
Serbia;Super Liga;11;2026-09-17;Zeleznicar Pancevo;Stella Rossa;1;2;
Serbia;Super Liga;11;2026-09-19;Novi Pazar;Zemun;2;2;
Serbia;Super Liga;11;2026-09-19;Radnik;Partizan;4;4;
Serbia;Super Liga;11;2026-09-19;Vojvodina;IMT Novi Beograd;1;1;
Serbia;Super Liga;12;2026-09-20;Stella Rossa;Radnicki Nis;3;0;
Serbia;Super Liga;12;2026-09-20;Zeleznicar Pancevo;Cukaricki;2;1;
